#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2022 01 28 06 42  10  4.1  4.6    MM    MM    MM  MM 1024.0  12.3  15.8    MM   MM   MM    MM
2022 01 28 06 36  20  3.1  4.1    MM    MM    MM  MM 1024.1  12.4  15.8    MM   MM   MM    MM
2022 01 28 06 30  10  4.1  5.1    MM    MM    MM  MM 1024.0  12.4  15.8    MM   MM   MM    MM
2022 01 28 06 24  20  4.1  4.6    MM    MM    MM  MM 1023.8  12.4  15.8    MM   MM   MM    MM
2022 01 28 06 18  20  3.6  4.1    MM    MM    MM  MM 1023.9  12.4  15.8    MM   MM   MM    MM
2022 01 28 06 12  20  3.6  3.6    MM    MM    MM  MM 1024.0  12.4  15.8    MM   MM   MM    MM
2022 01 28 06 06  20  3.6  4.6    MM    MM    MM  MM 1024.0  12.5  15.8    MM   MM   MM    MM
2022 01 28 06 00  10  4.1  4.6    MM    MM    MM  MM 1024.0  12.4  15.8    MM   MM +0.4    MM
2022 01 28 05 54  20  4.1  4.6    MM    MM    MM  MM 1024.0  12.4  15.8    MM   MM   MM    MM
2022 01 28 05 48  10  3.6  4.1    MM    MM    MM  MM 1024.0  12.4  15.9    MM   MM   MM    MM
2022 01 28 05 42  10  3.6  4.6    MM    MM    MM  MM 1024.1  12.5  15.9    MM   MM   MM    MM
2022 01 28 05 36  10  4.1  4.6    MM    MM    MM  MM 1024.0  12.5  15.9    MM   MM   MM    MM
2022 01 28 05 30  10  4.1  5.1    MM    MM    MM  MM 1024.0  12.6  15.9    MM   MM   MM    MM
2022 01 28 05 24  10  4.6  5.1    MM    MM    MM  MM 1023.9  12.6  15.9    MM   MM   MM    MM
2022 01 28 05 18  20  4.6  5.1    MM    MM    MM  MM 1023.8  12.7  15.9    MM   MM   MM    MM
2022 01 28 05 12  20  4.6  5.1    MM    MM    MM  MM 1023.7  12.9  15.9    MM   MM   MM    MM
2022 01 28 05 06  30  4.1  5.1    MM    MM    MM  MM 1023.8  12.9  15.9    MM   MM   MM    MM
2022 01 28 05 00  30  4.1  5.1    MM    MM    MM  MM 1023.9  12.9  15.9    MM   MM +0.5    MM
2022 01 28 04 54  30  4.6  5.7    MM    MM    MM  MM 1023.9  12.9  15.9    MM   MM   MM    MM
2022 01 28 04 48  30  4.6  5.7    MM    MM    MM  MM 1023.9  13.0  15.8    MM   MM   MM    MM
2022 01 28 04 42  30  4.6  5.7    MM    MM    MM  MM 1023.8  13.0  15.8    MM   MM   MM    MM
2022 01 28 04 36  30  5.1  5.7    MM    MM    MM  MM 1023.7  13.1  15.8    MM   MM   MM    MM
2022 01 28 04 30  30  5.7  6.7    MM    MM    MM  MM 1023.6  13.1  15.8    MM   MM   MM    MM
2022 01 28 04 24  30  5.1  6.2    MM    MM    MM  MM 1023.5  13.1  15.8    MM   MM   MM    MM
2022 01 28 04 18  30  5.7  6.2    MM    MM    MM  MM 1023.5  13.1  15.9    MM   MM   MM    MM
2022 01 28 04 12  30  5.1  6.2    MM    MM    MM  MM 1023.5  13.1  15.9    MM   MM   MM    MM
2022 01 28 04 06  40  5.1  6.2    MM    MM    MM  MM 1023.5  13.1  15.9    MM   MM   MM    MM
2022 01 28 04 00  40  5.1  6.2    MM    MM    MM  MM 1023.5  13.1  15.9    MM   MM +1.3    MM
2022 01 28 03 54  40  4.6  5.1    MM    MM    MM  MM 1023.5  13.1  15.9    MM   MM   MM    MM
2022 01 28 03 48  40  4.6  5.7    MM    MM    MM  MM 1023.5  13.1  15.9    MM   MM   MM    MM
2022 01 28 03 42  40  5.7  6.2    MM    MM    MM  MM 1023.4  13.1  15.9    MM   MM   MM    MM
2022 01 28 03 36  40  5.1  6.2    MM    MM    MM  MM 1023.3  13.1  15.9    MM   MM   MM    MM
2022 01 28 03 30  30  5.1  6.2    MM    MM    MM  MM 1023.4  13.1  15.9    MM   MM   MM    MM
2022 01 28 03 24  30  5.1  6.2    MM    MM    MM  MM 1023.4  13.1  15.9    MM   MM   MM    MM
2022 01 28 03 18  30  4.6  5.7    MM    MM    MM  MM 1023.5  13.1  15.9    MM   MM   MM    MM
2022 01 28 03 12  30  4.6  5.7    MM    MM    MM  MM 1023.6  13.1  15.9    MM   MM   MM    MM
2022 01 28 03 06  40  5.1  5.7    MM    MM    MM  MM 1023.6  13.2  15.9    MM   MM   MM    MM
2022 01 28 03 00  40  4.6  5.7    MM    MM    MM  MM 1023.6  13.1  15.9    MM   MM +1.7    MM
2022 01 28 02 54  50  4.6  5.1    MM    MM    MM  MM 1023.6  13.1  15.9    MM   MM   MM    MM
2022 01 28 02 48  50  4.1  4.6    MM    MM    MM  MM 1023.6  13.1  15.9    MM   MM   MM    MM
2022 01 28 02 42  50  4.1  4.6    MM    MM    MM  MM 1023.5  13.1  15.9    MM   MM   MM    MM
2022 01 28 02 36  50  4.1  5.1    MM    MM    MM  MM 1023.4  13.1  15.9    MM   MM   MM    MM
2022 01 28 02 30  50  4.1  4.6    MM    MM    MM  MM 1023.4  13.1  15.9    MM   MM   MM    MM
2022 01 28 02 24  50  4.6  5.1    MM    MM    MM  MM 1023.4  13.1  15.9    MM   MM   MM    MM
2022 01 28 02 18  50  4.1  5.1    MM    MM    MM  MM 1023.4  13.1  15.9    MM   MM   MM    MM
2022 01 28 02 12  50  4.1  4.6    MM    MM    MM  MM 1023.5  13.1  15.9    MM   MM   MM    MM
2022 01 28 02 06  50  3.6  4.6    MM    MM    MM  MM 1023.5  13.1  15.9    MM   MM   MM    MM
2022 01 28 02 00  40  4.1  4.6    MM    MM    MM  MM 1023.4  13.1  15.9    MM   MM +1.8    MM
2022 01 28 01 54  40  4.1  5.1    MM    MM    MM  MM 1023.3  13.1  15.9    MM   MM   MM    MM
2022 01 28 01 48  40  4.1  5.7    MM    MM    MM  MM 1023.0  13.1  15.9    MM   MM   MM    MM
2022 01 28 01 42  30  4.6  6.2    MM    MM    MM  MM 1022.8  13.1  15.9    MM   MM   MM    MM
2022 01 28 01 36  30  5.7  6.2    MM    MM    MM  MM 1022.6  13.1  15.9    MM   MM   MM    MM
2022 01 28 01 30  30  5.7  6.7    MM    MM    MM  MM 1022.4  13.0  15.9    MM   MM   MM    MM
2022 01 28 01 24  30  6.2  6.7    MM    MM    MM  MM 1022.2  13.0  15.9    MM   MM   MM    MM
2022 01 28 01 18  30  5.7  6.2    MM    MM    MM  MM 1022.2  13.0  15.9    MM   MM   MM    MM
2022 01 28 01 12  30  5.1  5.7    MM    MM    MM  MM 1022.1  13.0  16.0    MM   MM   MM    MM
