#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2022 01 28 03 54 320  2.1  2.1    MM    MM    MM  MM 1021.9  11.4    MM    MM   MM   MM    MM
2022 01 28 03 48 320  1.5  2.1    MM    MM    MM  MM 1021.9  11.3    MM    MM   MM   MM    MM
2022 01 28 03 42 310  2.1  2.1    MM    MM    MM  MM 1021.9  10.9    MM    MM   MM   MM    MM
2022 01 28 03 36 310  2.1  2.1    MM    MM    MM  MM 1021.9  10.6    MM    MM   MM   MM    MM
2022 01 28 03 30 320  1.5  2.1    MM    MM    MM  MM 1022.0  10.7    MM    MM   MM   MM    MM
2022 01 28 03 24 310  2.1  2.1    MM    MM    MM  MM 1022.0  11.0    MM    MM   MM   MM    MM
2022 01 28 03 18 300  2.1  2.6    MM    MM    MM  MM 1022.1  11.3    MM    MM   MM   MM    MM
2022 01 28 03 12 300  2.1  2.6    MM    MM    MM  MM 1022.1  10.8    MM    MM   MM   MM    MM
2022 01 28 03 06 290  2.6  2.6    MM    MM    MM  MM 1022.1  11.1    MM    MM   MM   MM    MM
2022 01 28 03 00 270  2.1  2.6    MM    MM    MM  MM 1022.0  12.3    MM    MM   MM +0.8    MM
2022 01 28 02 54 260  2.1  2.1    MM    MM    MM  MM 1022.0  13.0    MM    MM   MM   MM    MM
2022 01 28 02 48 260  2.1  2.1    MM    MM    MM  MM 1022.0  12.9    MM    MM   MM   MM    MM
2022 01 28 02 42 260  2.1  2.1    MM    MM    MM  MM 1022.0  12.9    MM    MM   MM   MM    MM
2022 01 28 02 36 260  2.6  2.6    MM    MM    MM  MM 1022.2  13.1    MM    MM   MM   MM    MM
2022 01 28 02 30 250  2.6  2.6    MM    MM    MM  MM 1022.1  13.0    MM    MM   MM   MM    MM
2022 01 28 02 24 250  2.1  2.1    MM    MM    MM  MM 1022.1  13.1    MM    MM   MM   MM    MM
2022 01 28 02 18 240  2.1  2.1    MM    MM    MM  MM 1022.0  13.3    MM    MM   MM   MM    MM
2022 01 28 02 12 230  1.5  1.5    MM    MM    MM  MM 1021.9  13.5    MM    MM   MM   MM    MM
2022 01 28 02 06 220  1.5  1.5    MM    MM    MM  MM 1022.0  13.6    MM    MM   MM   MM    MM
2022 01 28 02 00 210  1.0  1.5    MM    MM    MM  MM 1022.0  13.6    MM    MM   MM +0.6    MM
2022 01 28 01 54 210  1.5  1.5    MM    MM    MM  MM 1022.1  13.5    MM    MM   MM   MM    MM
2022 01 28 01 48 210  1.5  1.5    MM    MM    MM  MM 1022.1  13.6    MM    MM   MM   MM    MM
2022 01 28 01 42 210  1.5  1.5    MM    MM    MM  MM 1022.1  13.7    MM    MM   MM   MM    MM
2022 01 28 01 36 200  1.5  1.5    MM    MM    MM  MM 1022.1  13.7    MM    MM   MM   MM    MM
2022 01 28 01 30 190  1.5  1.5    MM    MM    MM  MM 1022.0  13.7    MM    MM   MM   MM    MM
