,DateTime,WDIR,WSPD,ATMP,DEWP,VIS,GSTD,TIME,WX,WY
2517,2021-12-25 02:35:00,170.0,10.3,23.0,18.0,6.1,0.0,0.7798844830928818,2.3030679489164445,10.039217002469556
2516,2021-12-25 02:55:00,170.0,10.3,23.0,18.0,7.0,0.0,0.7223639620597556,2.3030679489164445,10.039217002469556
2515,2021-12-25 03:15:00,180.0,10.8,23.0,19.0,5.2,0.0,0.659345815100069,-8.862275411375812,6.172525782281004
2514,2021-12-25 03:35:00,180.0,9.8,23.0,18.0,6.1,0.0,0.5913096483635825,-8.04169435476694,5.600995617254985
2513,2021-12-25 03:55:00,180.0,9.8,23.0,19.0,5.2,0.0,0.5187732581605216,-8.04169435476694,5.600995617254985
2512,2021-12-25 04:15:00,180.0,9.8,23.0,18.0,6.1,0.0,0.44228869021900125,-8.04169435476694,5.600995617254985
2511,2021-12-25 04:35:00,180.0,9.8,23.0,18.0,6.1,0.0,0.3624380382837017,-8.04169435476694,5.600995617254985
2510,2021-12-25 04:55:00,180.0,10.3,23.0,19.0,6.1,0.0,0.27982901403099203,-8.451984883071376,5.886760699767994
2509,2021-12-25 05:15:00,180.0,10.8,23.0,19.0,6.1,0.0,0.19509032201612833,-8.862275411375812,6.172525782281004
2508,2021-12-25 05:35:00,180.0,10.3,23.0,19.0,5.2,0.0,0.10886687485196474,-8.451984883071376,5.886760699767994
2507,2021-12-25 05:55:00,180.0,9.3,23.0,19.0,4.3,0.0,0.02181488503456116,-7.631403826462504,5.315230534741976
2506,2021-12-25 06:15:00,180.0,10.3,23.0,19.0,4.3,0.0,-0.06540312923014314,-8.451984883071376,5.886760699767994
2505,2021-12-25 06:35:00,180.0,11.3,23.0,19.0,4.3,0.0,-0.15212338618991647,-9.272565939680247,6.458290864794013
2504,2021-12-25 06:55:00,190.0,11.8,23.0,19.0,5.2,0.0,-0.23768589232617318,-9.87308557849608,-6.462366529352291
2503,2021-12-25 07:15:00,180.0,11.3,23.0,19.0,4.3,0.0,-0.32143946530316136,-9.272565939680247,6.458290864794013
2502,2021-12-25 07:35:00,180.0,11.3,23.0,19.0,5.2,0.0,-0.40274668985873713,-9.272565939680247,6.458290864794013
2501,2021-12-25 07:55:00,180.0,11.8,23.0,19.0,5.2,0.0,-0.48098876891938747,-9.682856467984683,6.7440559473070225
2500,2021-12-25 08:15:00,190.0,11.3,23.0,19.0,4.3,0.0,-0.555570233019602,-9.4547344946615,-6.188537439125499
2499,2021-12-25 08:35:00,190.0,11.3,23.0,19.0,4.3,0.0,-0.6259234721840591,-9.4547344946615,-6.188537439125499
2498,2021-12-25 08:55:00,190.0,12.4,23.0,19.0,4.3,0.0,-0.691513055782269,-10.375106879097574,-6.790961437624441
2497,2021-12-25 09:15:00,190.0,12.9,23.0,19.0,4.3,0.0,-0.7518398074789773,-10.793457962932154,-7.064790527851233
2496,2021-12-25 09:35:00,190.0,12.4,23.0,19.0,4.3,3.5999999999999996,-0.8064446042674827,-10.375106879097574,-6.790961437624441
2495,2021-12-25 09:55:00,190.0,12.9,23.0,19.0,4.3,2.5,-0.8549118706729464,-10.793457962932154,-7.064790527851233
2494,2021-12-25 10:15:00,200.0,11.8,23.0,19.0,5.2,2.5999999999999996,-0.8968727415326883,2.3061059659108416,-11.572461936597175
2493,2021-12-25 10:35:00,190.0,11.8,23.0,19.0,4.3,0.0,-0.9320078692827987,-9.87308557849608,-6.462366529352291
2492,2021-12-25 10:55:00,200.0,12.4,23.0,19.0,5.2,0.0,-0.9600498543859286,2.4233655912961383,-12.160892204559744
2491,2021-12-25 11:15:00,200.0,9.3,23.0,19.0,4.3,0.0,-0.9807852804032304,1.8175241934721038,-9.120669153419808
2490,2021-12-25 11:35:00,210.0,9.3,23.0,19.0,4.3,0.0,-0.9940563382223196,9.13930709572264,-1.7213558057745737
2489,2021-12-25 11:55:00,200.0,10.3,23.0,19.0,4.3,0.0,-0.9997620270799091,2.012956902447599,-10.101386266690755
2488,2021-12-25 12:15:00,210.0,7.7,23.0,20.0,3.5,0.0,-0.9978589232386035,7.5669531867811095,-1.4252085703724966
2487,2021-12-25 12:35:00,210.0,7.2,23.0,20.0,3.5,0.0,-0.9883615104677607,7.075592590236881,-1.3326625593093473
2486,2021-12-25 12:55:00,210.0,6.7,23.0,20.0,4.3,0.0,-0.9713420698132615,6.584231993692653,-1.2401165482461982
2485,2021-12-25 13:15:00,190.0,6.2,23.0,20.0,3.5,0.0,-0.9469301294951057,-5.187553439548787,-3.3954807188122205
2484,2021-12-25 13:35:00,190.0,6.7,23.0,20.0,4.3,0.0,-0.9153114791194472,-5.605904523383367,-3.6693098090390124
2483,2021-12-25 13:55:00,200.0,7.7,23.0,20.0,3.5,0.0,-0.876726755707508,1.5048318591113117,-7.551521772186292
2482,2021-12-25 14:15:00,200.0,9.3,23.0,20.0,4.3,0.0,-0.8314696123025455,1.8175241934721038,-9.120669153419808
2481,2021-12-25 14:35:00,190.0,9.3,23.0,20.0,5.2,0.0,-0.7798844830928815,-7.781330159323181,-5.093221078218331
2480,2021-12-25 14:55:00,190.0,9.8,23.0,20.0,5.2,0.0,-0.7223639620597556,-8.19968124315776,-5.367050168445123
2479,2021-12-25 15:15:00,190.0,8.8,23.0,20.0,4.3,0.0,-0.6593458151000691,-7.362979075488601,-4.819391987991539
2478,2021-12-25 15:35:00,190.0,8.8,23.0,20.0,4.3,0.0,-0.5913096483635822,-7.362979075488601,-4.819391987991539
2477,2021-12-25 15:55:00,190.0,8.8,23.0,20.0,4.3,0.0,-0.5187732581605214,-7.362979075488601,-4.819391987991539
2476,2021-12-25 16:15:00,190.0,8.2,23.0,20.0,3.5,0.0,-0.44228869021900136,-6.860957774887105,-4.490797079719388
2475,2021-12-25 16:35:00,200.0,8.2,23.0,20.0,4.3,0.0,-0.3624380382837018,1.6025482135990592,-8.041880328821765
2474,2021-12-25 16:55:00,200.0,7.7,23.0,20.0,4.3,0.0,-0.27982901403099236,1.5048318591113117,-7.551521772186292
2473,2021-12-25 17:15:00,200.0,7.2,23.0,20.0,4.3,0.0,-0.19509032201612866,1.4071155046235642,-7.061163215550819
2472,2021-12-25 17:35:00,220.0,6.2,23.0,20.0,4.3,0.0,-0.10886687485196507,3.3406521133076725,5.223030103096571
2471,2021-12-25 17:55:00,220.0,5.7,23.0,20.0,4.3,0.0,-0.021814885034560836,3.071244684815118,4.801817998008138
2470,2021-12-25 18:15:00,220.0,5.7,23.0,20.0,3.5,0.0,0.06540312923014237,3.071244684815118,4.801817998008138
2469,2021-12-25 18:35:00,210.0,5.7,23.0,20.0,3.5,0.0,0.15212338618991592,5.601510800604198,-1.0550245261199
2468,2021-12-25 18:55:00,210.0,6.2,23.0,20.0,3.5,0.0,0.23768589232617307,6.092871397148426,-1.1475705371830491
2467,2021-12-25 19:15:00,200.0,6.7,23.0,20.0,3.5,0.0,0.3214394653031615,1.3093991501358166,-6.570804658915345
2466,2021-12-25 19:35:00,200.0,6.7,23.0,20.0,3.5,0.0,0.402746689858737,1.3093991501358166,-6.570804658915345
2465,2021-12-25 19:55:00,220.0,6.2,23.0,20.0,3.5,0.0,0.48098876891938736,3.3406521133076725,5.223030103096571
2464,2021-12-25 20:15:00,200.0,5.1,23.0,20.0,3.5,0.0,0.5555702330196018,0.9967068157750246,-5.001657277681829
2463,2021-12-25 20:35:00,210.0,4.1,23.0,20.0,2.6,0.0,0.6259234721840586,4.0291568916626685,-0.7588772907178227
2462,2021-12-25 20:55:00,220.0,3.1,23.0,20.0,2.6,0.0,0.6915130557822695,1.6703260566538363,2.6115150515482854
2461,2021-12-25 21:15:00,230.0,3.1,23.0,20.0,3.5,0.0,0.7518398074789769,-1.798438962489495,2.5249984748905714
2460,2021-12-25 21:35:00,210.0,3.1,23.0,20.0,3.5,0.0,0.8064446042674821,3.046435698574213,-0.5737852685915246
2459,2021-12-25 21:55:00,200.0,3.1,23.0,20.0,3.5,0.0,0.8549118706729466,0.6058413978240346,-3.040223051139936
2458,2021-12-25 22:15:00,190.0,3.1,23.0,20.0,3.5,0.0,0.8968727415326883,-2.5937767197743935,-1.6977403594061102
2457,2021-12-25 22:35:00,200.0,3.6,23.0,20.0,2.6,0.0,0.9320078692827984,0.7035577523117821,-3.5305816077754093
2456,2021-12-25 22:55:00,210.0,3.6,23.0,20.0,2.6,0.0,0.9600498543859286,3.5377962951184405,-0.6663312796546736
2455,2021-12-25 23:15:00,190.0,3.1,22.0,20.0,2.6,0.0,0.9807852804032303,-2.5937767197743935,-1.6977403594061102
2454,2021-12-25 23:35:00,190.0,4.6,23.0,20.0,3.5,0.0,0.9940563382223195,-3.848829971278132,-2.519227630086486
2453,2021-12-25 23:55:00,180.0,4.6,22.0,20.0,2.6,0.0,0.9997620270799091,-3.774672860400808,2.629038759119686
2452,2021-12-26 00:15:00,180.0,3.1,22.0,20.0,2.6,0.0,0.9978589232386035,-2.5438012754875015,1.7717435115806583
2451,2021-12-26 00:35:00,180.0,3.6,23.0,21.0,3.05,0.0,0.9883615104677607,-2.954091803791937,2.057508594093668
2450,2021-12-26 00:55:00,180.0,4.1,23.0,21.0,3.5,0.0,0.9713420698132614,-3.364382332096372,2.343273676606677
2449,2021-12-26 01:15:00,180.0,4.6,23.0,20.0,4.3,0.0,0.9469301294951057,-3.774672860400808,2.629038759119686
2448,2021-12-26 01:35:00,180.0,4.6,23.0,20.0,3.5,0.0,0.9153114791194471,-3.774672860400808,2.629038759119686
2447,2021-12-26 01:55:00,190.0,5.7,22.0,20.0,3.5,0.0,0.8767267557075077,-4.769202355714207,-3.1216516285854286
2446,2021-12-26 02:15:00,190.0,7.2,23.0,20.0,3.5,0.0,0.8314696123025452,-6.024255607217946,-3.9431388992658043
2445,2021-12-26 02:35:00,180.0,5.7,23.0,20.0,4.3,0.0,0.7798844830928818,-4.677312022670567,3.2577219406483073
2444,2021-12-26 02:55:00,180.0,5.1,22.0,20.0,3.5,0.0,0.7223639620597556,-4.184963388705244,2.914803841632696
2443,2021-12-26 03:15:00,180.0,6.7,23.0,20.0,4.3,0.0,0.659345815100069,-5.4978930792794385,3.8292521056743265
2442,2021-12-26 03:35:00,180.0,6.2,23.0,20.0,4.3,0.0,0.5913096483635825,-5.087602550975003,3.5434870231613167
2441,2021-12-26 03:55:00,190.0,5.1,22.0,20.0,5.2,0.0,0.5187732581605216,-4.267181055112712,-2.793056720313278
2440,2021-12-26 04:15:00,180.0,7.2,23.0,20.0,5.2,0.0,0.44228869021900125,-5.908183607583874,4.115017188187336
2439,2021-12-26 04:35:00,180.0,8.2,23.0,20.0,6.1,0.0,0.3624380382837017,-6.728764664192744,4.686547353213354
2438,2021-12-26 04:55:00,180.0,8.2,23.0,20.0,6.1,0.0,0.27982901403099203,-6.728764664192744,4.686547353213354
2437,2021-12-26 05:15:00,180.0,8.8,23.0,20.0,6.1,0.0,0.19509032201612833,-7.221113298158069,5.029465452228966
2436,2021-12-26 05:35:00,190.0,7.2,23.0,20.0,5.2,0.0,0.10886687485196474,-6.024255607217946,-3.9431388992658043
2435,2021-12-26 05:55:00,180.0,8.2,23.0,20.0,6.1,0.0,0.02181488503456116,-6.728764664192744,4.686547353213354
2434,2021-12-26 06:15:00,180.0,8.2,23.0,20.0,6.1,0.0,-0.06540312923014314,-6.728764664192744,4.686547353213354
2433,2021-12-26 06:35:00,190.0,7.2,23.0,20.0,5.2,0.0,-0.15212338618991647,-6.024255607217946,-3.9431388992658043
2432,2021-12-26 06:55:00,190.0,7.2,23.0,20.0,6.1,0.0,-0.23768589232617318,-6.024255607217946,-3.9431388992658043
2431,2021-12-26 07:15:00,190.0,7.7,23.0,20.0,6.1,0.0,-0.32143946530316136,-6.442606691052526,-4.216967989492597
2430,2021-12-26 07:35:00,200.0,6.2,22.0,20.0,5.2,0.0,-0.40274668985873713,1.2116827956480691,-6.080446102279872
2429,2021-12-26 07:55:00,200.0,5.1,22.0,20.0,5.2,0.0,-0.48098876891938747,0.9967068157750246,-5.001657277681829
2428,2021-12-26 08:15:00,200.0,4.6,22.0,20.0,5.2,0.0,-0.555570233019602,0.8989904612872771,-4.511298721046356
2427,2021-12-26 08:35:00,200.0,5.1,23.0,20.0,5.2,0.0,-0.6259234721840591,0.9967068157750246,-5.001657277681829
2426,2021-12-26 08:55:00,190.0,5.1,23.0,20.0,6.1,0.0,-0.691513055782269,-4.267181055112712,-2.793056720313278
2425,2021-12-26 09:15:00,190.0,5.1,23.0,20.0,6.1,0.0,-0.7518398074789773,-4.267181055112712,-2.793056720313278
2424,2021-12-26 09:35:00,190.0,4.6,23.0,20.0,4.3,0.0,-0.8064446042674827,-3.848829971278132,-2.519227630086486
2423,2021-12-26 09:55:00,190.0,3.6,23.0,20.0,5.2,0.0,-0.8549118706729464,-3.012127803608973,-1.9715694496329021
2422,2021-12-26 10:15:00,190.0,4.6,23.0,20.0,5.2,0.0,-0.8968727415326883,-3.848829971278132,-2.519227630086486
2421,2021-12-26 10:35:00,200.0,5.1,23.0,20.0,5.2,0.0,-0.9320078692827987,0.9967068157750246,-5.001657277681829
2420,2021-12-26 10:55:00,190.0,5.7,23.0,20.0,5.2,0.0,-0.9600498543859286,-4.769202355714207,-3.1216516285854286
2419,2021-12-26 11:15:00,180.0,3.6,23.0,20.0,5.2,0.0,-0.9807852804032304,-2.954091803791937,2.057508594093668
2418,2021-12-26 11:35:00,190.0,5.1,23.0,20.0,5.2,0.0,-0.9940563382223196,-4.267181055112712,-2.793056720313278
2417,2021-12-26 11:55:00,190.0,4.6,23.0,20.0,5.2,0.0,-0.9997620270799091,-3.848829971278132,-2.519227630086486
2416,2021-12-26 12:15:00,190.0,7.2,23.0,20.0,5.2,0.0,-0.9978589232386035,-6.024255607217946,-3.9431388992658043
2415,2021-12-26 12:35:00,190.0,6.2,23.0,20.0,6.1,0.0,-0.9883615104677607,-5.187553439548787,-3.3954807188122205
2414,2021-12-26 12:55:00,190.0,6.2,23.0,20.0,5.2,0.0,-0.9713420698132615,-5.187553439548787,-3.3954807188122205
2413,2021-12-26 13:15:00,180.0,5.7,23.0,20.0,5.2,0.0,-0.9469301294951057,-4.677312022670567,3.2577219406483073
2412,2021-12-26 13:35:00,180.0,5.7,23.0,20.0,4.3,0.0,-0.9153114791194472,-4.677312022670567,3.2577219406483073
2411,2021-12-26 13:55:00,180.0,6.2,23.0,20.0,4.3,0.0,-0.876726755707508,-5.087602550975003,3.5434870231613167
2410,2021-12-26 14:15:00,190.0,6.2,23.0,20.0,6.1,0.0,-0.8314696123025455,-5.187553439548787,-3.3954807188122205
2409,2021-12-26 14:35:00,190.0,6.7,23.0,20.0,5.2,0.0,-0.7798844830928815,-5.605904523383367,-3.6693098090390124
2408,2021-12-26 14:55:00,180.0,6.7,23.0,20.0,5.2,0.0,-0.7223639620597556,-5.4978930792794385,3.8292521056743265
2407,2021-12-26 15:15:00,190.0,6.7,23.0,20.0,5.2,0.0,-0.6593458151000691,-5.605904523383367,-3.6693098090390124
2406,2021-12-26 15:35:00,190.0,7.2,23.0,20.0,5.2,0.0,-0.5913096483635822,-6.024255607217946,-3.9431388992658043
2405,2021-12-26 15:55:00,180.0,6.2,23.0,20.0,6.1,0.0,-0.5187732581605214,-5.087602550975003,3.5434870231613167
2404,2021-12-26 16:15:00,180.0,5.1,23.0,20.0,5.2,0.0,-0.44228869021900136,-4.184963388705244,2.914803841632696
2403,2021-12-26 16:35:00,180.0,5.1,23.0,20.0,6.1,0.0,-0.3624380382837018,-4.184963388705244,2.914803841632696
2402,2021-12-26 16:55:00,180.0,5.7,23.0,20.0,6.1,0.0,-0.27982901403099236,-4.677312022670567,3.2577219406483073
2401,2021-12-26 17:15:00,180.0,6.2,23.0,20.0,6.1,0.0,-0.19509032201612866,-5.087602550975003,3.5434870231613167
2400,2021-12-26 17:35:00,180.0,5.7,23.0,20.0,6.1,0.0,-0.10886687485196507,-4.677312022670567,3.2577219406483073
2399,2021-12-26 17:55:00,170.0,6.2,23.0,20.0,7.0,0.0,-0.021814885034560836,1.3863127459497044,6.043023826729247
2398,2021-12-26 18:15:00,180.0,5.1,23.0,20.0,7.0,0.0,0.06540312923014237,-4.184963388705244,2.914803841632696
2397,2021-12-26 18:35:00,180.0,5.1,23.0,21.0,6.1,0.0,0.15212338618991592,-4.184963388705244,2.914803841632696
2396,2021-12-26 18:55:00,180.0,5.1,23.0,21.0,5.2,0.0,0.23768589232617307,-4.184963388705244,2.914803841632696
2395,2021-12-26 19:15:00,190.0,3.6,23.0,21.0,6.1,0.0,0.3214394653031615,-3.012127803608973,-1.9715694496329021
2394,2021-12-26 19:35:00,180.0,4.1,23.0,21.0,6.1,0.0,0.402746689858737,-3.364382332096372,2.343273676606677
2393,2021-12-26 19:55:00,180.0,5.1,23.0,21.0,6.1,0.0,0.48098876891938736,-4.184963388705244,2.914803841632696
2392,2021-12-26 20:15:00,180.0,4.1,23.0,21.0,7.0,0.0,0.5555702330196018,-3.364382332096372,2.343273676606677
2391,2021-12-26 20:35:00,170.0,4.1,23.0,21.0,4.3,0.0,0.6259234721840586,0.9167552029667398,3.996193175740308
2390,2021-12-26 20:55:00,180.0,4.1,23.0,21.0,6.1,0.0,0.6915130557822695,-3.364382332096372,2.343273676606677
2389,2021-12-26 21:15:00,180.0,4.1,23.0,21.0,5.2,0.0,0.7518398074789769,-3.364382332096372,2.343273676606677
2388,2021-12-26 21:35:00,180.0,5.1,23.0,21.0,5.2,0.0,0.8064446042674821,-4.184963388705244,2.914803841632696
2387,2021-12-26 21:55:00,180.0,6.2,23.0,21.0,6.1,0.0,0.8549118706729466,-5.087602550975003,3.5434870231613167
2386,2021-12-26 22:15:00,170.0,6.7,23.0,21.0,6.1,0.0,0.8968727415326883,1.4981121609456483,6.53036445791709
2385,2021-12-26 22:35:00,180.0,6.2,23.0,21.0,5.2,0.0,0.9320078692827984,-5.087602550975003,3.5434870231613167
2384,2021-12-26 22:55:00,170.0,6.7,23.0,21.0,5.2,0.0,0.9600498543859286,1.4981121609456483,6.53036445791709
2383,2021-12-26 23:15:00,170.0,5.7,23.0,21.0,4.3,0.0,0.9807852804032303,1.2745133309537604,5.5556831955414046
2382,2021-12-26 23:35:00,170.0,5.7,23.0,21.0,4.3,0.0,0.9940563382223195,1.2745133309537604,5.5556831955414046
2381,2021-12-26 23:55:00,170.0,5.7,23.0,21.0,4.3,0.0,0.9997620270799091,1.2745133309537604,5.5556831955414046
2380,2021-12-27 00:15:00,170.0,6.2,23.0,21.0,5.2,0.0,0.9978589232386035,1.3863127459497044,6.043023826729247
2379,2021-12-27 00:35:00,170.0,5.1,23.0,21.0,4.3,0.0,0.9883615104677607,1.1403540329586277,4.970874438115993
2378,2021-12-27 00:55:00,180.0,6.2,23.0,21.0,5.2,0.0,0.9713420698132614,-5.087602550975003,3.5434870231613167
2377,2021-12-27 01:15:00,170.0,6.7,23.0,21.0,5.2,0.0,0.9469301294951057,1.4981121609456483,6.53036445791709
2376,2021-12-27 01:35:00,170.0,7.2,23.0,21.0,5.2,0.0,0.9153114791194471,1.609911575941592,7.017705089104932
2375,2021-12-27 01:55:00,170.0,6.7,23.0,21.0,5.2,0.0,0.8767267557075077,1.4981121609456483,6.53036445791709
2374,2021-12-27 02:15:00,180.0,7.2,23.0,20.0,5.2,0.0,0.8314696123025452,-5.908183607583874,4.115017188187336
2373,2021-12-27 02:35:00,170.0,8.2,23.0,20.0,6.1,0.0,0.7798844830928818,1.8335104059334797,7.992386351480616
2372,2021-12-27 02:55:00,180.0,7.7,23.0,20.0,7.0,0.0,0.7223639620597556,-6.31847413588831,4.400782270700345
2371,2021-12-27 03:15:00,180.0,7.7,23.0,20.0,6.1,0.0,0.659345815100069,-6.31847413588831,4.400782270700345
2370,2021-12-27 03:35:00,180.0,8.8,23.0,20.0,5.2,0.0,0.5913096483635825,-7.221113298158069,5.029465452228966
2369,2021-12-27 03:55:00,180.0,6.7,23.0,20.0,6.1,0.0,0.5187732581605216,-5.4978930792794385,3.8292521056743265
2368,2021-12-27 04:15:00,180.0,8.2,23.0,20.0,7.0,0.0,0.44228869021900125,-6.728764664192744,4.686547353213354
2367,2021-12-27 04:35:00,180.0,8.2,23.0,20.0,6.1,0.0,0.3624380382837017,-6.728764664192744,4.686547353213354
2366,2021-12-27 04:55:00,180.0,7.7,23.0,20.0,6.1,0.0,0.27982901403099203,-6.31847413588831,4.400782270700345
2365,2021-12-27 05:15:00,190.0,8.2,23.0,20.0,6.1,0.0,0.19509032201612833,-6.860957774887105,-4.490797079719388
2364,2021-12-27 05:35:00,180.0,8.2,23.0,20.0,6.1,0.0,0.10886687485196474,-6.728764664192744,4.686547353213354
2363,2021-12-27 05:55:00,180.0,9.3,23.0,19.0,7.0,0.0,0.02181488503456116,-7.631403826462504,5.315230534741976
2362,2021-12-27 06:15:00,180.0,8.2,23.0,20.0,5.2,0.0,-0.06540312923014314,-6.728764664192744,4.686547353213354
2361,2021-12-27 06:35:00,180.0,9.3,23.0,20.0,6.1,0.0,-0.15212338618991647,-7.631403826462504,5.315230534741976
2360,2021-12-27 06:55:00,180.0,8.8,23.0,20.0,5.2,0.0,-0.23768589232617318,-7.221113298158069,5.029465452228966
2359,2021-12-27 07:15:00,180.0,7.7,23.0,20.0,5.2,0.0,-0.32143946530316136,-6.31847413588831,4.400782270700345
2358,2021-12-27 07:35:00,190.0,7.2,23.0,20.0,5.2,0.0,-0.40274668985873713,-6.024255607217946,-3.9431388992658043
2357,2021-12-27 07:55:00,180.0,8.8,23.0,20.0,5.2,0.0,-0.48098876891938747,-7.221113298158069,5.029465452228966
2356,2021-12-27 08:15:00,180.0,7.7,23.0,20.0,6.1,0.0,-0.555570233019602,-6.31847413588831,4.400782270700345
2355,2021-12-27 08:35:00,180.0,6.7,23.0,20.0,5.2,0.0,-0.6259234721840591,-5.4978930792794385,3.8292521056743265
2354,2021-12-27 08:55:00,180.0,7.2,23.0,20.0,5.2,0.0,-0.691513055782269,-5.908183607583874,4.115017188187336
2353,2021-12-27 09:15:00,180.0,7.7,23.0,20.0,4.3,0.0,-0.7518398074789773,-6.31847413588831,4.400782270700345
2352,2021-12-27 09:35:00,180.0,8.8,23.0,20.0,5.2,0.0,-0.8064446042674827,-7.221113298158069,5.029465452228966
2351,2021-12-27 09:55:00,180.0,8.2,23.0,20.0,5.2,0.0,-0.8549118706729464,-6.728764664192744,4.686547353213354
2350,2021-12-27 10:15:00,180.0,7.2,23.0,20.0,5.2,0.0,-0.8968727415326883,-5.908183607583874,4.115017188187336
2349,2021-12-27 10:35:00,180.0,7.2,23.0,20.0,4.3,0.0,-0.9320078692827987,-5.908183607583874,4.115017188187336
2348,2021-12-27 10:55:00,180.0,5.7,23.0,20.0,4.3,0.0,-0.9600498543859286,-4.677312022670567,3.2577219406483073
2347,2021-12-27 11:15:00,180.0,7.7,23.0,20.0,5.2,0.0,-0.9807852804032304,-6.31847413588831,4.400782270700345
2346,2021-12-27 11:35:00,180.0,7.7,23.0,20.0,6.1,0.0,-0.9940563382223196,-6.31847413588831,4.400782270700345
2345,2021-12-27 11:55:00,180.0,7.2,23.0,20.0,5.2,0.0,-0.9997620270799091,-5.908183607583874,4.115017188187336
2344,2021-12-27 12:15:00,180.0,6.2,23.0,21.0,5.2,0.0,-0.9978589232386035,-5.087602550975003,3.5434870231613167
2343,2021-12-27 12:35:00,170.0,6.7,23.0,21.0,5.2,0.0,-0.9883615104677607,1.4981121609456483,6.53036445791709
2342,2021-12-27 12:55:00,190.0,5.7,23.0,21.0,5.2,0.0,-0.9713420698132615,-4.769202355714207,-3.1216516285854286
2341,2021-12-27 13:15:00,180.0,4.6,23.0,21.0,4.3,0.0,-0.9469301294951057,-3.774672860400808,2.629038759119686
2340,2021-12-27 13:35:00,180.0,7.2,23.0,21.0,4.3,0.0,-0.9153114791194472,-5.908183607583874,4.115017188187336
2339,2021-12-27 13:55:00,180.0,7.2,23.0,21.0,4.3,0.0,-0.876726755707508,-5.908183607583874,4.115017188187336
2338,2021-12-27 14:15:00,170.0,6.2,23.0,21.0,5.2,0.0,-0.8314696123025455,1.3863127459497044,6.043023826729247
2337,2021-12-27 14:35:00,180.0,5.7,23.0,21.0,5.2,0.0,-0.7798844830928815,-4.677312022670567,3.2577219406483073
2336,2021-12-27 14:55:00,170.0,7.7,23.0,20.0,5.2,0.0,-0.7223639620597556,1.721710990937536,7.505045720292775
2335,2021-12-27 15:15:00,170.0,7.2,23.0,20.0,5.2,0.0,-0.6593458151000691,1.609911575941592,7.017705089104932
2334,2021-12-27 15:35:00,160.0,7.7,24.0,20.0,5.2,0.0,-0.5913096483635822,7.604863513953255,1.2066693557650967
2333,2021-12-27 15:55:00,170.0,8.2,24.0,18.0,7.0,0.0,-0.5187732581605214,1.8335104059334797,7.992386351480616
2332,2021-12-27 16:15:00,160.0,8.8,24.0,19.0,7.0,0.0,-0.44228869021900136,8.691272587375149,1.379050692302968
2331,2021-12-27 16:35:00,170.0,10.3,24.0,20.0,6.1,0.0,-0.3624380382837018,2.3030679489164445,10.039217002469556
2330,2021-12-27 16:55:00,170.0,8.8,24.0,20.0,5.2,2.5,-0.27982901403099236,1.9676697039286128,8.577195108906029
2329,2021-12-27 17:15:00,170.0,8.2,23.0,20.0,5.2,0.0,-0.19509032201612866,1.8335104059334797,7.992386351480616
2328,2021-12-27 17:35:00,180.0,8.2,23.0,20.0,5.2,0.0,-0.10886687485196507,-6.728764664192744,4.686547353213354
2327,2021-12-27 17:55:00,170.0,6.7,23.0,20.0,6.1,0.0,-0.021814885034560836,1.4981121609456483,6.53036445791709
2326,2021-12-27 18:15:00,170.0,8.8,23.0,20.0,6.1,0.0,0.06540312923014237,1.9676697039286128,8.577195108906029
2325,2021-12-27 18:35:00,180.0,8.2,23.0,20.0,5.2,0.0,0.15212338618991592,-6.728764664192744,4.686547353213354
2324,2021-12-27 18:55:00,170.0,7.2,23.0,20.0,6.1,0.0,0.23768589232617307,1.609911575941592,7.017705089104932
2323,2021-12-27 19:15:00,170.0,8.2,23.0,20.0,5.2,0.0,0.3214394653031615,1.8335104059334797,7.992386351480616
2322,2021-12-27 19:35:00,180.0,8.2,23.0,20.0,5.2,0.0,0.402746689858737,-6.728764664192744,4.686547353213354
2321,2021-12-27 19:55:00,170.0,8.2,23.0,20.0,6.1,0.0,0.48098876891938736,1.8335104059334797,7.992386351480616
2320,2021-12-27 20:15:00,170.0,8.2,24.0,20.0,7.0,0.0,0.5555702330196018,1.8335104059334797,7.992386351480616
2319,2021-12-27 20:35:00,170.0,8.2,23.0,19.0,6.1,0.0,0.6259234721840586,1.8335104059334797,7.992386351480616
2318,2021-12-27 20:55:00,170.0,7.2,23.0,20.0,6.1,0.0,0.6915130557822695,1.609911575941592,7.017705089104932
2317,2021-12-27 21:15:00,170.0,6.7,23.0,20.0,5.2,0.0,0.7518398074789769,1.4981121609456483,6.53036445791709
2316,2021-12-27 21:35:00,160.0,6.7,23.0,20.0,5.2,0.0,0.8064446042674821,6.617218901751533,1.0499590498215778
2315,2021-12-27 21:55:00,160.0,7.2,24.0,20.0,6.1,0.0,0.8549118706729466,7.111041207852394,1.1283142027933373
2314,2021-12-27 22:15:00,160.0,8.2,24.0,20.0,7.0,0.0,0.8968727415326883,8.098685820054115,1.2850245087368561
2313,2021-12-27 22:35:00,160.0,7.7,23.0,20.0,5.2,0.0,0.9320078692827984,7.604863513953255,1.2066693557650967
2312,2021-12-27 22:55:00,160.0,7.2,23.0,20.0,5.2,0.0,0.9600498543859286,7.111041207852394,1.1283142027933373
2311,2021-12-27 23:15:00,160.0,8.2,23.0,20.0,6.1,0.0,0.9807852804032303,8.098685820054115,1.2850245087368561
2310,2021-12-27 23:35:00,160.0,8.2,23.0,19.0,6.1,0.0,0.9940563382223195,8.098685820054115,1.2850245087368561
