,DateTime,WDIR,WSPD,ATMP,DEWP,VIS,GSTD,TIME,WX,WY
1789,2022-01-04 05:55:00,130.0,0.0,12.0,1.0,7.8,0.0,0.02181488503456116,-0.0,0.0
1788,2022-01-04 06:15:00,130.0,2.1,12.0,1.0,7.8,0.0,-0.06540312923014314,-2.0267795005758686,0.5496952392421023
1787,2022-01-04 06:35:00,140.0,1.5,12.0,1.0,8.7,0.0,-0.15212338618991647,-0.9050416182984408,-1.1962021857310492
1786,2022-01-04 06:55:00,150.0,2.6,12.0,1.0,7.8,0.0,-0.23768589232617318,1.3372509949871314,-2.229744329829303
1785,2022-01-04 07:15:00,140.0,3.1,12.0,2.0,8.7,0.0,-0.32143946530316136,-1.8704193444834443,-2.472151183844168
1784,2022-01-04 07:35:00,160.0,1.5,12.0,2.0,8.7,0.0,-0.40274668985873713,1.4814669183025821,0.23506545891527858
1783,2022-01-04 07:55:00,180.0,3.1,12.0,3.0,7.8,0.0,-0.48098876891938747,-2.5438012754875015,1.7717435115806583
1782,2022-01-04 08:15:00,160.0,0.0,12.0,3.0,8.25,0.0,-0.555570233019602,0.0,0.0
1781,2022-01-04 08:35:00,140.0,2.1,13.0,3.0,8.7,0.0,-0.6259234721840591,-1.267058265617817,-1.6746830600234688
1780,2022-01-04 08:55:00,150.0,0.0,13.0,3.0,7.8,0.0,-0.691513055782269,0.0,-0.0
1779,2022-01-04 09:15:00,160.0,3.6,13.0,4.0,7.8,0.0,-0.7518398074789773,3.555520603926197,0.5641571013966686
1778,2022-01-04 09:35:00,170.0,2.6,13.0,4.0,7.8,0.0,-0.8064446042674827,0.5813569579789083,2.5341712821767812
1777,2022-01-04 09:55:00,190.0,3.1,13.0,5.0,8.7,0.0,-0.8549118706729464,-2.5937767197743935,-1.6977403594061102
1776,2022-01-04 10:15:00,185.0,1.5,13.0,5.0,7.8,0.0,-0.8968727415326883,1.4998444115802645,-0.0216041905992829
1775,2022-01-04 10:35:00,180.0,0.0,13.0,5.0,7.8,0.0,-0.9320078692827987,-0.0,0.0
1774,2022-01-04 10:55:00,175.0,2.6,13.0,6.0,7.8,0.0,-0.9600498543859286,0.9364680510655999,-2.425495328656272
1773,2022-01-04 11:15:00,170.0,2.6,13.0,6.0,8.7,2.4999999999999996,-0.9807852804032304,0.5813569579789083,2.5341712821767812
1772,2022-01-04 11:35:00,165.0,1.5,14.0,6.0,8.7,0.0,-0.9940563382223196,-1.0961775761826917,-1.0239114812688832
1771,2022-01-04 11:55:00,160.0,5.7,14.0,6.0,7.8,0.0,-0.9997620270799091,5.629574289549812,0.8932487438780586
1770,2022-01-04 12:15:00,160.0,6.7,14.0,7.0,7.8,3.1000000000000005,-0.9978589232386035,6.617218901751533,1.0499590498215778
1769,2022-01-04 12:35:00,170.0,6.7,14.0,7.0,7.8,0.0,-0.9883615104677607,1.4981121609456483,6.53036445791709
1768,2022-01-04 12:55:00,160.0,5.7,15.0,7.0,8.7,0.0,-0.9713420698132615,5.629574289549812,0.8932487438780586
1767,2022-01-04 13:15:00,170.0,6.7,15.0,7.0,7.8,0.0,-0.9469301294951057,1.4981121609456483,6.53036445791709
1766,2022-01-04 13:35:00,180.0,6.2,15.0,8.0,7.8,0.0,-0.9153114791194472,-5.087602550975003,3.5434870231613167
1765,2022-01-04 13:55:00,190.0,4.1,15.0,8.0,8.7,2.6000000000000005,-0.876726755707508,-3.4304788874435523,-2.245398539859694
1764,2022-01-04 14:15:00,170.0,3.1,15.0,8.0,8.7,3.6,-0.8314696123025455,0.6931563729748522,3.0215119133646233
1763,2022-01-04 14:35:00,210.0,4.1,16.0,8.0,8.7,0.0,-0.7798844830928815,4.0291568916626685,-0.7588772907178227
1762,2022-01-04 14:55:00,190.0,4.6,16.0,8.0,8.7,0.0,-0.7223639620597556,-3.848829971278132,-2.519227630086486
1761,2022-01-04 15:15:00,190.0,5.1,16.0,8.0,8.7,0.0,-0.6593458151000691,-4.267181055112712,-2.793056720313278
1760,2022-01-04 15:35:00,180.0,4.1,16.0,9.0,7.8,3.1000000000000005,-0.5913096483635822,-3.364382332096372,2.343273676606677
1759,2022-01-04 15:55:00,190.0,5.1,17.0,9.0,7.8,0.0,-0.5187732581605214,-4.267181055112712,-2.793056720313278
1758,2022-01-04 16:15:00,190.0,4.1,17.0,9.0,7.8,2.6000000000000005,-0.44228869021900136,-3.4304788874435523,-2.245398539859694
1757,2022-01-04 16:35:00,180.0,4.1,17.0,9.0,7.8,3.1000000000000005,-0.3624380382837018,-3.364382332096372,2.343273676606677
1756,2022-01-04 16:55:00,200.0,5.7,17.0,9.0,7.8,0.0,-0.27982901403099236,1.1139664411603216,-5.590087545644399
1755,2022-01-04 17:15:00,200.0,4.1,17.0,9.0,7.8,0.0,-0.19509032201612866,0.8012741067995296,-4.020940164410883
1754,2022-01-04 17:35:00,180.0,6.2,18.0,9.0,8.7,0.0,-0.10886687485196507,-5.087602550975003,3.5434870231613167
1753,2022-01-04 17:55:00,180.0,4.6,18.0,9.0,8.7,2.6000000000000005,-0.021814885034560836,-3.774672860400808,2.629038759119686
1752,2022-01-04 18:15:00,190.0,4.6,18.0,9.0,7.8,0.0,0.06540312923014237,-3.848829971278132,-2.519227630086486
1751,2022-01-04 18:35:00,190.0,5.7,18.0,9.0,8.7,0.0,0.15212338618991592,-4.769202355714207,-3.1216516285854286
1750,2022-01-04 18:55:00,190.0,5.1,18.0,9.0,7.8,0.0,0.23768589232617307,-4.267181055112712,-2.793056720313278
1749,2022-01-04 19:15:00,180.0,5.1,18.0,9.0,7.8,0.0,0.3214394653031615,-4.184963388705244,2.914803841632696
1748,2022-01-04 19:35:00,180.0,5.7,18.0,9.0,7.8,0.0,0.402746689858737,-4.677312022670567,3.2577219406483073
1747,2022-01-04 19:55:00,190.0,5.7,18.0,10.0,7.8,0.0,0.48098876891938736,-4.769202355714207,-3.1216516285854286
1746,2022-01-04 20:15:00,190.0,5.7,18.0,10.0,7.8,0.0,0.5555702330196018,-4.769202355714207,-3.1216516285854286
1745,2022-01-04 20:35:00,180.0,6.7,18.0,10.0,7.8,0.0,0.6259234721840586,-5.4978930792794385,3.8292521056743265
1744,2022-01-04 20:55:00,190.0,7.2,19.0,10.0,7.8,0.0,0.6915130557822695,-6.024255607217946,-3.9431388992658043
1743,2022-01-04 21:15:00,190.0,7.2,19.0,11.0,7.8,0.0,0.7518398074789769,-6.024255607217946,-3.9431388992658043
1742,2022-01-04 21:35:00,190.0,6.7,19.0,10.0,8.7,0.0,0.8064446042674821,-5.605904523383367,-3.6693098090390124
1741,2022-01-04 21:55:00,200.0,7.2,19.0,10.0,7.8,0.0,0.8549118706729466,1.4071155046235642,-7.061163215550819
1740,2022-01-04 22:15:00,200.0,6.7,19.0,11.0,8.7,0.0,0.8968727415326883,1.3093991501358166,-6.570804658915345
1739,2022-01-04 22:35:00,180.0,6.7,19.0,11.0,8.7,0.0,0.9320078692827984,-5.4978930792794385,3.8292521056743265
1738,2022-01-04 22:55:00,190.0,6.7,19.0,12.0,7.8,0.0,0.9600498543859286,-5.605904523383367,-3.6693098090390124
1737,2022-01-04 23:15:00,180.0,7.7,19.0,11.0,7.8,0.0,0.9807852804032303,-6.31847413588831,4.400782270700345
1736,2022-01-04 23:35:00,180.0,7.2,19.0,11.0,7.8,0.0,0.9940563382223195,-5.908183607583874,4.115017188187336
1735,2022-01-04 23:55:00,170.0,8.8,19.0,12.0,8.7,0.0,0.9997620270799091,1.9676697039286128,8.577195108906029
1734,2022-01-05 00:15:00,170.0,7.7,19.0,12.0,7.8,0.0,0.9978589232386035,1.721710990937536,7.505045720292775
1733,2022-01-05 00:35:00,180.0,8.2,19.0,12.0,7.8,0.0,0.9883615104677607,-6.728764664192744,4.686547353213354
1732,2022-01-05 00:55:00,190.0,7.7,20.0,12.0,8.7,0.0,0.9713420698132614,-6.442606691052526,-4.216967989492597
1731,2022-01-05 01:15:00,190.0,7.2,20.0,12.0,7.8,0.0,0.9469301294951057,-6.024255607217946,-3.9431388992658043
1730,2022-01-05 01:35:00,180.0,7.2,20.0,12.0,7.8,0.0,0.9153114791194471,-5.908183607583874,4.115017188187336
1729,2022-01-05 01:55:00,190.0,7.7,20.0,13.0,7.8,3.1000000000000005,0.8767267557075077,-6.442606691052526,-4.216967989492597
1728,2022-01-05 02:15:00,180.0,8.8,20.0,13.0,7.8,0.0,0.8314696123025452,-7.221113298158069,5.029465452228966
1727,2022-01-05 02:35:00,190.0,9.3,20.0,13.0,7.8,0.0,0.7798844830928818,-7.781330159323181,-5.093221078218331
1726,2022-01-05 02:55:00,190.0,8.2,20.0,13.0,7.8,0.0,0.7223639620597556,-6.860957774887105,-4.490797079719388
1725,2022-01-05 03:15:00,190.0,8.8,20.0,13.0,7.8,0.0,0.659345815100069,-7.362979075488601,-4.819391987991539
1724,2022-01-05 03:35:00,180.0,9.8,20.0,14.0,7.8,0.0,0.5913096483635825,-8.04169435476694,5.600995617254985
1723,2022-01-05 03:55:00,190.0,10.3,21.0,14.0,7.8,0.0,0.5187732581605216,-8.61803232699234,-5.640879258671915
1722,2022-01-05 04:15:00,200.0,9.8,21.0,14.0,7.8,0.0,0.44228869021900125,1.9152405479598513,-9.611027710055282
1721,2022-01-05 04:35:00,200.0,10.3,21.0,14.0,7.8,0.0,0.3624380382837017,2.012956902447599,-10.101386266690755
1720,2022-01-05 04:55:00,190.0,10.8,21.0,14.0,7.8,0.0,0.27982901403099203,-9.03638341082692,-5.914708348898707
1719,2022-01-05 05:15:00,200.0,11.8,21.0,14.0,7.8,0.0,0.19509032201612833,2.3061059659108416,-11.572461936597175
1718,2022-01-05 05:35:00,200.0,11.3,21.0,14.0,7.0,0.0,0.10886687485196474,2.208389611423094,-11.082103379961701
1717,2022-01-05 05:55:00,190.0,11.3,21.0,14.0,7.8,3.0999999999999996,0.02181488503456116,-9.4547344946615,-6.188537439125499
1716,2022-01-05 06:15:00,190.0,10.8,21.0,15.0,7.0,0.0,-0.06540312923014314,-9.03638341082692,-5.914708348898707
1715,2022-01-05 06:35:00,200.0,10.3,21.0,15.0,7.8,0.0,-0.15212338618991647,2.012956902447599,-10.101386266690755
1714,2022-01-05 06:55:00,200.0,9.8,21.0,15.0,7.0,3.0999999999999996,-0.23768589232617318,1.9152405479598513,-9.611027710055282
1713,2022-01-05 07:15:00,210.0,10.3,21.0,15.0,7.0,0.0,-0.32143946530316136,10.122028288811094,-1.906447827900872
1712,2022-01-05 07:35:00,210.0,8.2,22.0,15.0,7.0,0.0,-0.40274668985873713,8.058313783325337,-1.5177545814356455
1711,2022-01-05 07:55:00,200.0,9.8,22.0,15.0,7.0,0.0,-0.48098876891938747,1.9152405479598513,-9.611027710055282
1710,2022-01-05 08:15:00,210.0,10.8,22.0,15.0,7.0,0.0,-0.555570233019602,10.613388885355322,-1.9989938389640212
1709,2022-01-05 08:35:00,210.0,10.3,22.0,16.0,7.0,0.0,-0.6259234721840591,10.122028288811094,-1.906447827900872
1708,2022-01-05 08:55:00,210.0,9.3,22.0,14.0,7.0,0.0,-0.691513055782269,9.13930709572264,-1.7213558057745737
1707,2022-01-05 09:15:00,220.0,9.3,22.0,15.0,7.8,0.0,-0.7518398074789773,5.010978169961509,7.834545154644857
1706,2022-01-05 09:35:00,220.0,7.7,22.0,16.0,7.0,0.0,-0.8064446042674827,4.148874398785335,6.486666418361871
1705,2022-01-05 09:55:00,230.0,8.8,22.0,16.0,7.0,0.0,-0.8549118706729464,-5.105246087066954,7.167737606140976
1704,2022-01-05 10:15:00,230.0,7.2,22.0,16.0,6.1,0.0,-0.8968727415326883,-4.177019525782053,5.864512586842617
1703,2022-01-05 10:35:00,230.0,7.2,22.0,15.0,7.8,0.0,-0.9320078692827987,-4.177019525782053,5.864512586842617
1702,2022-01-05 10:55:00,220.0,7.2,22.0,16.0,7.8,0.0,-0.9600498543859286,3.879466970292781,6.065454313273437
1701,2022-01-05 11:15:00,240.0,6.7,21.0,16.0,7.0,0.0,-0.9807852804032304,-6.5142226561122385,-1.566813066895353
1700,2022-01-05 11:35:00,250.0,3.6,21.0,17.0,5.2,0.0,-0.9940563382223196,-0.5266756804896363,-3.5612656075587483
1699,2022-01-05 11:55:00,250.0,4.1,21.0,17.0,6.1,0.0,-0.9997620270799091,-0.5998250805576413,-4.055885830830796
1698,2022-01-05 12:15:00,240.0,4.1,21.0,17.0,5.2,0.0,-0.9978589232386035,-3.9863153567253993,-0.9587960558613353
1697,2022-01-05 12:35:00,250.0,4.1,21.0,17.0,5.2,0.0,-0.9883615104677607,-0.5998250805576413,-4.055885830830796
1696,2022-01-05 12:55:00,280.0,4.1,21.0,18.0,4.3,0.0,-0.9713420698132615,-1.1148343497828725,3.9455220659051187
1695,2022-01-05 13:15:00,270.0,4.6,21.0,17.0,5.2,0.0,-0.9469301294951057,3.6389160795822546,2.81394558685091
1694,2022-01-05 13:35:00,260.0,4.1,20.0,18.0,5.2,0.0,-0.9153114791194472,3.538151514836158,-2.071589693463114
1693,2022-01-05 13:55:00,270.0,3.6,20.0,18.0,5.2,0.0,-0.876726755707508,2.847847366629591,2.202218285361582
1692,2022-01-05 14:15:00,260.0,4.6,20.0,18.0,4.3,0.0,-0.8314696123025455,3.969633406889348,-2.3242225829098353
1691,2022-01-05 14:35:00,250.0,4.6,21.0,18.0,5.2,0.0,-0.7798844830928815,-0.6729744806256462,-4.550506054102844
1690,2022-01-05 14:55:00,250.0,3.6,21.0,18.0,5.2,0.0,-0.7223639620597556,-0.5266756804896363,-3.5612656075587483
1689,2022-01-05 15:15:00,260.0,3.1,21.0,18.0,6.1,0.0,-0.6593458151000691,2.6751877307297782,-1.5663239145696717
1688,2022-01-05 15:35:00,260.0,2.6,21.0,17.0,7.0,0.0,-0.5913096483635822,2.2437058386765885,-1.3136910251229506
1687,2022-01-05 15:55:00,260.0,2.1,21.0,18.0,6.1,0.0,-0.5187732581605214,1.8122239466233983,-1.0610581356762292
1686,2022-01-05 16:15:00,270.0,2.1,21.0,18.0,6.1,0.0,-0.44228869021900136,1.6612442972005947,1.2846273331275895
1685,2022-01-05 16:35:00,270.0,2.1,21.0,18.0,7.0,0.0,-0.3624380382837018,1.6612442972005947,1.2846273331275895
1684,2022-01-05 16:55:00,280.0,1.5,21.0,18.0,7.0,0.0,-0.27982901403099236,-0.40786622553031926,1.4434836826482143
1683,2022-01-05 17:15:00,271.0526315789474,0.0,21.0,18.0,7.0,0.0,-0.19509032201612866,-0.0,-0.0
1682,2022-01-05 17:35:00,262.10526315789474,0.0,21.0,18.0,7.0,0.0,-0.10886687485196507,0.0,0.0
1681,2022-01-05 17:55:00,253.1578947368421,0.0,22.0,18.0,6.1,0.0,-0.021814885034560836,-0.0,-0.0
1680,2022-01-05 18:15:00,244.21052631578948,0.0,23.0,18.0,7.0,0.0,0.06540312923014237,0.0,-0.0
1679,2022-01-05 18:35:00,235.26315789473685,0.0,21.0,18.0,6.1,0.0,0.15212338618991592,-0.0,0.0
1678,2022-01-05 18:55:00,226.31578947368422,0.0,22.0,18.0,6.1,0.0,0.23768589232617307,0.0,-0.0
1677,2022-01-05 19:15:00,217.3684210526316,0.0,24.0,18.0,7.8,0.0,0.3214394653031615,0.0,0.0
1676,2022-01-05 19:35:00,208.42105263157896,0.0,21.0,18.0,6.1,0.0,0.402746689858737,-0.0,-0.0
1675,2022-01-05 19:55:00,199.4736842105263,0.0,21.0,18.0,7.0,0.0,0.48098876891938736,0.0,-0.0
1674,2022-01-05 20:15:00,190.5263157894737,0.0,23.0,18.0,6.1,0.0,0.5555702330196018,-0.0,0.0
1673,2022-01-05 20:35:00,181.57894736842104,0.0,24.0,18.0,7.0,0.0,0.6259234721840586,0.0,-0.0
1672,2022-01-05 20:55:00,172.63157894736844,0.0,22.0,18.0,7.0,0.0,0.6915130557822695,0.0,0.0
1671,2022-01-05 21:15:00,163.68421052631578,0.0,22.0,18.0,7.0,0.0,0.7518398074789769,-0.0,-0.0
1670,2022-01-05 21:35:00,154.73684210526315,0.0,23.0,18.0,6.1,0.0,0.8064446042674821,0.0,0.0
1669,2022-01-05 21:55:00,145.78947368421052,0.0,23.0,18.0,7.0,0.0,0.8549118706729466,-0.0,0.0
1668,2022-01-05 22:15:00,136.8421052631579,0.0,23.0,18.0,7.0,0.0,0.8968727415326883,0.0,-0.0
1667,2022-01-05 22:35:00,127.89473684210526,0.0,22.0,19.0,7.0,0.0,0.9320078692827984,-0.0,0.0
1666,2022-01-05 22:55:00,118.94736842105263,3.1,22.0,18.0,6.1,0.0,0.9600498543859286,-1.4945566346834982,-2.715934547393132
1665,2022-01-05 23:15:00,110.0,3.1,21.0,18.0,5.2,0.0,0.9807852804032303,2.7191920468796327,1.4886217156103003
1664,2022-01-05 23:35:00,110.0,2.1,21.0,18.0,4.3,0.0,0.9940563382223195,1.8420333220797511,1.0084211621876227
1663,2022-01-05 23:55:00,110.0,3.1,21.0,19.0,4.3,0.0,0.9997620270799091,2.7191920468796327,1.4886217156103003
1662,2022-01-06 00:15:00,120.0,3.1,21.0,19.0,3.5,0.0,0.9978589232386035,-0.3650107619310385,3.0784358274413526
1661,2022-01-06 00:35:00,130.0,6.2,21.0,19.0,4.3,0.0,0.9883615104677607,-5.983825192176374,1.6229097539528734
1660,2022-01-06 00:55:00,130.0,6.2,22.0,19.0,6.1,0.0,0.9713420698132614,-5.983825192176374,1.6229097539528734
1659,2022-01-06 01:15:00,130.0,4.6,22.0,19.0,5.2,0.0,0.9469301294951057,-4.439612239356665,1.2040943335779382
1658,2022-01-06 01:35:00,150.0,3.1,22.0,19.0,5.2,2.6,0.9153114791194471,1.5944146478692722,-2.6585413163349383
1657,2022-01-06 01:55:00,160.0,5.1,22.0,19.0,6.1,0.0,0.8767267557075077,5.036987522228778,0.7992225603119472
1656,2022-01-06 02:15:00,170.0,4.6,22.0,19.0,4.3,0.0,0.8314696123025452,1.0285546179626837,4.4835338069281505
1655,2022-01-06 02:35:00,170.0,4.6,22.0,19.0,5.2,0.0,0.7798844830928818,1.0285546179626837,4.4835338069281505
1654,2022-01-06 02:55:00,180.0,4.6,22.0,20.0,5.2,0.0,0.7223639620597556,-3.774672860400808,2.629038759119686
1653,2022-01-06 03:15:00,190.0,6.2,22.0,20.0,5.2,0.0,0.659345815100069,-5.187553439548787,-3.3954807188122205
1652,2022-01-06 03:35:00,190.0,6.2,22.0,20.0,4.3,0.0,0.5913096483635825,-5.187553439548787,-3.3954807188122205
1651,2022-01-06 03:55:00,190.0,6.2,22.0,20.0,3.5,0.0,0.5187732581605216,-5.187553439548787,-3.3954807188122205
1650,2022-01-06 04:15:00,180.0,6.7,22.0,20.0,4.3,0.0,0.44228869021900125,-5.4978930792794385,3.8292521056743265
1649,2022-01-06 04:35:00,190.0,7.2,22.0,20.0,3.5,0.0,0.3624380382837017,-6.024255607217946,-3.9431388992658043
1648,2022-01-06 04:55:00,190.0,7.2,22.0,20.0,4.3,0.0,0.27982901403099203,-6.024255607217946,-3.9431388992658043
1647,2022-01-06 05:15:00,190.0,7.2,22.0,20.0,4.3,0.0,0.19509032201612833,-6.024255607217946,-3.9431388992658043
1646,2022-01-06 05:35:00,190.0,7.7,22.0,20.0,4.3,0.0,0.10886687485196474,-6.442606691052526,-4.216967989492597
1645,2022-01-06 05:55:00,190.0,7.7,22.0,20.0,5.2,0.0,0.02181488503456116,-6.442606691052526,-4.216967989492597
1644,2022-01-06 06:15:00,190.0,7.7,22.0,20.0,7.0,0.0,-0.06540312923014314,-6.442606691052526,-4.216967989492597
1643,2022-01-06 06:35:00,190.0,7.7,22.0,20.0,7.8,0.0,-0.15212338618991647,-6.442606691052526,-4.216967989492597
1642,2022-01-06 06:55:00,190.0,7.2,22.0,20.0,7.0,0.0,-0.23768589232617318,-6.024255607217946,-3.9431388992658043
1641,2022-01-06 07:15:00,190.0,8.2,22.0,20.0,6.1,0.0,-0.32143946530316136,-6.860957774887105,-4.490797079719388
1640,2022-01-06 07:35:00,200.0,7.7,22.0,20.0,5.2,0.0,-0.40274668985873713,1.5048318591113117,-7.551521772186292
1639,2022-01-06 07:55:00,190.0,7.7,22.0,20.0,7.8,0.0,-0.48098876891938747,-6.442606691052526,-4.216967989492597
1638,2022-01-06 08:15:00,190.0,8.2,22.0,20.0,7.0,0.0,-0.555570233019602,-6.860957774887105,-4.490797079719388
1637,2022-01-06 08:35:00,190.0,8.2,22.0,20.0,6.1,0.0,-0.6259234721840591,-6.860957774887105,-4.490797079719388
1636,2022-01-06 08:55:00,190.0,8.2,22.0,20.0,7.0,0.0,-0.691513055782269,-6.860957774887105,-4.490797079719388
1635,2022-01-06 09:15:00,190.0,7.2,22.0,21.0,7.0,0.0,-0.7518398074789773,-6.024255607217946,-3.9431388992658043
1634,2022-01-06 09:35:00,190.0,7.2,22.0,21.0,4.3,0.0,-0.8064446042674827,-6.024255607217946,-3.9431388992658043
1633,2022-01-06 09:55:00,190.0,7.7,22.0,21.0,8.7,0.0,-0.8549118706729464,-6.442606691052526,-4.216967989492597
1632,2022-01-06 10:15:00,200.0,7.7,22.0,21.0,5.2,0.0,-0.8968727415326883,1.5048318591113117,-7.551521772186292
1631,2022-01-06 10:35:00,210.0,5.1,22.0,21.0,5.2,0.0,-0.9320078692827987,5.011878084751124,-0.943969312844121
1630,2022-01-06 10:55:00,220.0,5.1,22.0,21.0,4.3,0.0,-0.9600498543859286,2.7479557706240527,4.296363471902018
1629,2022-01-06 11:15:00,230.0,4.1,22.0,21.0,4.3,0.0,-0.9807852804032304,-2.3785805632925574,3.3395141119520453
1628,2022-01-06 11:35:00,230.0,4.1,22.0,21.0,5.2,0.0,-0.9940563382223196,-2.3785805632925574,3.3395141119520453
1627,2022-01-06 11:55:00,230.0,3.6,22.0,20.0,5.2,0.0,-0.9997620270799091,-2.0885097628910265,2.9322562934213083
1626,2022-01-06 12:15:00,220.0,3.6,22.0,20.0,5.2,0.0,-0.9978589232386035,1.9397334851463905,3.0327271566367187
1625,2022-01-06 12:35:00,230.0,4.1,22.0,20.0,5.2,0.0,-0.9883615104677607,-2.3785805632925574,3.3395141119520453
1624,2022-01-06 12:55:00,240.0,3.6,21.0,20.0,5.2,0.0,-0.9713420698132615,-3.500179337612546,-0.8418697075855628
1623,2022-01-06 13:15:00,240.0,3.6,21.0,20.0,3.5,0.0,-0.9469301294951057,-3.500179337612546,-0.8418697075855628
1622,2022-01-06 13:35:00,240.0,3.6,21.0,20.0,3.5,0.0,-0.9153114791194472,-3.500179337612546,-0.8418697075855628
1621,2022-01-06 13:55:00,230.0,3.6,21.0,20.0,3.5,0.0,-0.876726755707508,-2.0885097628910265,2.9322562934213083
1620,2022-01-06 14:15:00,250.0,3.6,21.0,20.0,4.3,0.0,-0.8314696123025455,-0.5266756804896363,-3.5612656075587483
1619,2022-01-06 14:35:00,260.0,2.6,21.0,20.0,3.5,0.0,-0.7798844830928815,2.2437058386765885,-1.3136910251229506
1618,2022-01-06 14:55:00,280.0,2.6,21.0,20.0,5.2,0.0,-0.7223639620597556,-0.7069681242525535,2.502038383256905
1617,2022-01-06 15:15:00,270.0,3.1,21.0,20.0,5.2,0.0,-0.6593458151000691,2.452313010153259,1.8963546346169178
1616,2022-01-06 15:35:00,280.0,3.1,21.0,20.0,5.2,0.0,-0.5913096483635822,-0.8429235327626599,2.9831996108063095
1615,2022-01-06 15:55:00,330.0,5.1,20.0,19.0,3.5,0.0,-0.5187732581605214,0.34727726265011716,5.088162586125392
1614,2022-01-06 16:15:00,330.0,5.7,19.0,19.0,0.2,0.0,-0.44228869021900136,0.38813341119718986,5.686769949198968
1613,2022-01-06 16:35:00,330.0,5.7,19.0,19.0,0.2,0.0,-0.3624380382837018,0.38813341119718986,5.686769949198968
1612,2022-01-06 16:55:00,330.0,5.1,19.0,19.0,0.2,0.0,-0.27982901403099236,0.34727726265011716,5.088162586125392
1611,2022-01-06 17:15:00,320.0,4.6,19.0,19.0,0.2,0.0,-0.19509032201612866,4.374065296102016,1.42392162194272
1610,2022-01-06 17:35:00,320.0,5.1,19.0,19.0,0.2,0.0,-0.10886687485196507,4.849507176113104,1.5786957112843198
1609,2022-01-06 17:55:00,310.0,4.6,19.0,19.0,0.2,0.0,-0.021814885034560836,2.954885469128276,-3.5254293163151864
1608,2022-01-06 18:15:00,300.0,4.6,19.0,19.0,0.2,0.0,0.06540312923014237,-2.1663002874163504,-4.057972777722866
1607,2022-01-06 18:35:00,300.0,4.1,19.0,19.0,0.2,0.0,0.15212338618991592,-1.9308328648710948,-3.616888780144294
1606,2022-01-06 18:55:00,300.0,4.6,19.0,19.0,0.2,0.0,0.23768589232617307,-2.1663002874163504,-4.057972777722866
1605,2022-01-06 19:15:00,290.0,4.6,19.0,19.0,0.2,0.0,0.3214394653031615,-4.573453099864388,0.4934842888490173
1604,2022-01-06 19:35:00,310.0,6.2,19.0,19.0,0.2,0.0,0.402746689858737,3.9826717192598506,-4.751665600250904
1603,2022-01-06 19:55:00,320.0,6.7,19.0,19.0,0.2,0.0,0.48098876891938736,6.370921192148589,2.07397279717744
1602,2022-01-06 20:15:00,320.0,6.2,19.0,19.0,1.1,0.0,0.5555702330196018,5.8954793121375,1.9191987078358401
1601,2022-01-06 20:35:00,320.0,7.7,19.0,19.0,2.6,0.0,0.6259234721840586,7.3218049521707655,2.38352097586064
1600,2022-01-06 20:55:00,320.0,6.2,19.0,19.0,3.5,0.0,0.6915130557822695,5.8954793121375,1.9191987078358401
1599,2022-01-06 21:15:00,290.0,3.6,20.0,19.0,5.2,0.0,0.7518398074789769,-3.57922416511126,0.3862050956209701
1598,2022-01-06 21:35:00,290.0,3.6,20.0,19.0,7.0,0.0,0.8064446042674821,-3.57922416511126,0.3862050956209701
1597,2022-01-06 21:55:00,300.0,4.1,20.0,19.0,7.0,0.0,0.8549118706729466,-1.9308328648710948,-3.616888780144294
1596,2022-01-06 22:15:00,310.0,3.6,20.0,19.0,7.0,0.0,0.8968727415326883,2.312519062796042,-2.7590316388553635
1595,2022-01-06 22:35:00,310.0,4.1,21.0,19.0,7.8,0.0,0.9320078692827984,2.633702265962159,-3.142230477585275
1594,2022-01-06 22:55:00,310.0,3.6,21.0,18.0,7.8,0.0,0.9600498543859286,2.312519062796042,-2.7590316388553635
1593,2022-01-06 23:15:00,330.0,6.2,21.0,18.0,8.7,0.0,0.9807852804032303,0.4221802016530837,6.185609418426948
1592,2022-01-06 23:35:00,20.0,9.8,21.0,16.0,7.8,0.0,0.9940563382223195,-7.064602365694861,6.792009526982318
1591,2022-01-06 23:55:00,20.0,7.2,20.0,16.0,7.8,0.0,0.9997620270799091,-5.190320105408469,4.990047815742112
1590,2022-01-07 00:15:00,20.0,10.3,20.0,14.0,8.7,0.0,0.9978589232386035,-7.425041261903782,7.138540625297743
1589,2022-01-07 00:35:00,20.0,9.8,20.0,13.0,8.7,0.0,0.9883615104677607,-7.064602365694861,6.792009526982318
1588,2022-01-07 00:55:00,20.0,10.3,20.0,12.0,8.7,0.0,0.9713420698132614,-7.425041261903782,7.138540625297743
1587,2022-01-07 01:15:00,10.0,12.4,19.0,10.0,7.8,0.0,0.9469301294951057,4.632376854155567,11.502220858646549
1586,2022-01-07 01:35:00,10.0,11.8,19.0,9.0,8.7,0.0,0.9153114791194471,4.408229587019008,10.945661784841072
1585,2022-01-07 01:55:00,10.0,10.8,18.0,9.0,8.7,2.5999999999999996,0.8767267557075077,4.034650808458075,10.018063328498608
1584,2022-01-07 02:15:00,10.0,11.8,18.0,8.0,8.7,0.0,0.8314696123025452,4.408229587019008,10.945661784841072
1583,2022-01-07 02:35:00,10.0,12.4,17.0,9.0,8.7,0.0,0.7798844830928818,4.632376854155567,11.502220858646549
